,Another_nominated,Another_won,Awards,Awards_nominated,Awards_won,BAFTA_awards_nominated,BAFTA_awards_won,Golden_Globe_awards_nominated,Golden_Globe_awards_won,Movies,Oscar_awards_nominated,Oscar_awards_won,Primetime_awards_nominated,Primetime_awards_won
1566,0,0,,0,0,0,0,0,0,29-30,0,0,0,0
1567,0,0,,0,0,0,0,0,0,Office Whores Behind Closed Doors,0,0,0,0
1568,0,0,,0,0,0,0,0,0,Greater Circulation,0,0,0,0
1569,0,0,,0,0,0,0,0,0,10 Things You Must Know,0,0,0,0
1570,0,0,,0,0,0,0,0,0,Heaven,0,0,0,0
1571,0,0,,0,0,0,0,0,0,4 hjul og en overhaling,0,0,0,0
1572,0,0,,0,0,0,0,0,0,21st Century Terror,0,0,0,0
1573,0,0,,0,0,0,0,0,0,Between Love and Hate,0,0,0,0
1574,0,0,,0,0,0,0,0,0,Ali's Dozen,0,0,0,0
1575,0,0,3 nominations.,3,0,0,0,0,0,Freundschaft,0,0,0,0
1576,0,0,1 win & 2 nominations.,2,1,0,0,0,0,Ghosts,0,0,0,0
1577,0,0,,0,0,0,0,0,0,Ah polis olsam,0,0,0,0
1578,0,0,,0,0,0,0,0,0,Aa Megamisama: Sorezore no tsubasa,0,0,0,0
1579,0,0,,0,0,0,0,0,0,2006 World Series of Darts,0,0,0,0
1580,0,0,,0,0,0,0,0,0,2006 World Series of Poker,0,0,0,0
1581,0,0,,0,0,0,0,0,0,All Muscle with Funkmaster Flex,0,0,0,0
1582,0,0,,0,0,0,0,0,0,A Royal Birthday,0,0,0,0
1583,0,0,,0,0,0,0,0,0,Deixa'm en Pau,0,0,0,0
1584,0,0,2 wins.,0,2,0,0,0,0,Death Note,0,0,0,0
1585,0,0,,0,0,0,0,0,0,Border War: The Battle Over Illegal Immigration,0,0,0,0
1586,0,0,6 wins & 1 nomination.,1,6,0,0,0,0,Contact,0,0,0,0
1587,0,0,,0,0,0,0,0,0,Alalá,0,0,0,0
1588,0,0,,0,0,0,0,0,0,7 Day Switch,0,0,0,0
1589,0,0,,0,0,0,0,0,0,We've Got the Toaster,0,0,0,0
1590,0,0,,0,0,0,0,0,0,Al tú x tú,0,0,0,0
1591,0,0,1 win.,0,1,0,0,0,0,What Goes Around...,0,0,0,0
1592,0,0,,0,0,0,0,0,0,Breaking Taboos,0,0,0,0
1593,0,0,,0,0,0,0,0,0,Everest: Beyond the Limit,0,0,0,0
1594,0,0,5 wins & 9 nominations.,9,5,0,0,0,0,13: Game of Death,0,0,0,0
1595,0,0,5 wins & 7 nominations.,7,5,0,0,0,0,The Tokyo Trial,0,0,0,0
1596,0,0,,0,0,0,0,0,0,100% Pinoy,0,0,0,0
1597,0,0,,0,0,0,0,0,0,Ahh Istanbul,0,0,0,0
1598,0,0,,0,0,0,0,0,0,24 Hour Design,0,0,0,0
1599,0,0,,0,0,0,0,0,0,The Count of Montenegro,0,0,0,0
1600,0,0,,0,0,0,0,0,0,A polo bote,0,0,0,0
1601,0,0,,0,0,0,0,0,0,Pride Fighting Championships,0,0,0,0
1602,0,0,,0,0,0,0,0,0,Tats Cru: The Mural Kings,0,0,0,0
1603,0,0,,0,0,0,0,0,0,48 Shaot,0,0,0,0
1604,0,0,,0,0,0,0,0,0,Aalog-alog,0,0,0,0
1605,0,0,,0,0,0,0,0,0,Al-andaleeb hikayt shaab,0,0,0,0
1606,0,0,1 win.,0,1,0,0,0,0,A Touch Away,0,0,0,0
1607,0,0,,0,0,0,0,0,0,The 37th Annual New York City Marathon,0,0,0,0
1608,0,0,,0,0,0,0,0,0,30 Even Scarier Movie Moments,0,0,0,0
1609,0,0,4 wins & 5 nominations.,5,4,0,0,0,0,Aifric,0,0,0,0
1610,0,0,,0,0,0,0,0,0,Emirates Melbourne Cup Day,0,0,0,0
1611,0,0,,0,0,0,0,0,0,5 Takes: USA,0,0,0,0
1612,0,0,,0,0,0,0,0,0,A Balanced Natural Pregnancy,0,0,0,0
1613,0,0,,0,0,0,0,0,0,Welcome to Oahu: The Making of the Pilot,0,0,0,0
1614,0,0,,0,0,0,0,0,0,A Girl's Guide to 21st Century Sex,0,0,0,0
1615,0,0,,0,0,0,0,0,0,5; rue Sésame,0,0,0,0
1616,0,0,,0,0,0,0,0,0,Farewell,0,0,0,0
1617,0,0,,0,0,0,0,0,0,African School,0,0,0,0
1618,0,0,,0,0,0,0,0,0,Akagi,0,0,0,0
1619,0,0,,0,0,0,0,0,0,15 Films About Madonna,0,0,0,0
1620,0,0,4 nominations.,4,0,0,0,0,0,Ali Rap,0,0,0,0
1621,0,0,1 win & 4 nominations.,4,1,0,0,0,0,Angie,0,0,0,0
1622,0,0,,0,0,0,0,0,0,Cannonball 8000: Destination Budapest,0,0,0,0
1623,0,0,1 win & 1 nomination.,1,1,0,0,0,0,Agathe kann's nicht lassen,0,0,0,0
1624,0,0,,0,0,0,0,0,0,Heatwave,0,0,0,0
1625,0,0,,0,0,0,0,0,0,S.O.S.: Stretched Out Snatch 6,0,0,0,0
1626,0,0,,0,0,0,0,0,0,AlamoHeightsSA.com,0,0,0,0
1627,0,0,,0,0,0,0,0,0,Agadat Deshe,0,0,0,0
1628,0,0,,0,0,0,0,0,0,1 contra 100,0,0,0,0
1629,0,0,,0,0,0,0,0,0,Four Horror Tales - Dark Forest,0,0,0,0
1630,0,0,,0,0,0,0,0,0,2.G th,0,0,0,0
1631,0,0,,0,0,0,0,0,0,Absalons hemmelighed,0,0,0,0
1632,0,0,,0,0,0,0,0,0,New Beginnings,0,0,0,0
1633,0,0,,0,0,0,0,0,0,Black Diamonds: Mountaintop Removal & the Fight for Coalfield Justice,0,0,0,0
1634,0,0,,0,0,0,0,0,0,Daddy's Girl,0,0,0,0
1635,0,0,,0,0,0,0,0,0,Press Day in Portugal,0,0,0,0
1636,0,0,,0,0,0,0,0,0,Ah wong sun juen,0,0,0,0
1637,0,0,,0,0,0,0,0,0,Hammy's Boomerang Adventure,0,0,0,0
1638,0,0,,0,0,0,0,0,0,50 Jahre Bravo,0,0,0,0
1639,0,0,,0,0,0,0,0,0,The Hunted,0,0,0,0
1640,0,0,,0,0,0,0,0,0,30 Seconds,0,0,0,0
1641,0,0,,0,0,0,0,0,0,1 miljoen wat?,0,0,0,0
1642,0,0,,0,0,0,0,0,0,Air,0,0,0,0
1643,0,0,,0,0,0,0,0,0,85 South Gospel Street,0,0,0,0
1644,0,0,,0,0,0,0,0,0,3 Tage Leben - Der Alltagstest für Politiker,0,0,0,0
1645,0,0,,0,0,0,0,0,0,A Place in Greece: Year 2,0,0,0,0
1646,0,0,1 win.,0,1,0,0,0,0,Quebec; Quebec,0,0,0,0
1647,0,0,,0,0,0,0,0,0,In the Ring,0,0,0,0
1648,0,0,,0,0,0,0,0,0,Air Gear,0,0,0,0
1649,0,0,,0,0,0,0,0,0,Drawing the Line,0,0,0,0
1650,0,0,,0,0,0,0,0,0,America's Ballroom Challenge,0,0,0,0
1651,0,0,,0,0,0,0,0,0,Secrets,0,0,0,0
1652,0,0,,0,0,0,0,0,0,War Game 2,0,0,0,0
1653,0,0,,0,0,0,0,0,0,Ale sie kreci!,0,0,0,0
1654,0,0,,0,0,0,0,0,0,Jump-Starting the Future,0,0,0,0
1655,0,0,,0,0,0,0,0,0,Ban the Sadist Videos! Part 2,0,0,0,0
1656,0,0,,0,0,0,0,0,0,Bring Your A Game 3,0,0,0,0
1657,0,0,,0,0,0,0,0,0,Jigokuzaka no fukushu satsujin,0,0,0,0
1658,0,0,,0,0,0,0,0,0,Greg Hastings Tournament Paintball MAX'D,0,0,0,0
1659,0,0,,0,0,0,0,0,0,Ahora toca,0,0,0,0
1660,0,0,,0,0,0,0,0,0,6Teen,0,0,0,0
1661,0,0,1 win.,0,1,0,0,0,0,Execution,0,0,0,0
1662,0,0,,0,0,0,0,0,0,Auto Primer,0,0,0,0
1663,0,0,,0,0,0,0,0,0,Tribeca Film Festival Presents: Live from the Red Carpet,0,0,0,0
1664,0,0,,0,0,0,0,0,0,A Casa de 1906,0,0,0,0
1665,0,0,,0,0,0,0,0,0,Backstage Pass,0,0,0,0
1666,0,0,,0,0,0,0,0,0,Aria: The Animation,0,0,0,0
1667,0,0,,0,0,0,0,0,0,Amaenaideyo!! Katsu!!,0,0,0,0
1668,0,0,,0,0,0,0,0,0,Kansas: Sail On - The 30th Anniversary Collection,0,0,0,0
1669,0,0,,0,0,0,0,0,0,1945 - Schlachtfeld Deutschland,0,0,0,0
1670,0,0,,0,0,0,0,0,0,Betrayal,0,0,0,0
1671,0,0,,0,0,0,0,0,0,Access Hollywood en Español,0,0,0,0
1672,0,0,4 wins.,0,4,0,0,0,0,Code Geass: Lelouch of the Rebellion,0,0,0,0
1673,0,0,,0,0,0,0,0,0,Al Jazeera English,0,0,0,0
1674,0,0,,0,0,0,0,0,0,A Taste of My Life,0,0,0,0
1675,0,0,,0,0,0,0,0,0,Coup de foudre,0,0,0,0
1676,0,0,,0,0,0,0,0,0,2nd House,0,0,0,0
1677,0,0,,0,0,0,0,0,0,Ai to shi wo mitsumete,0,0,0,0
1678,0,0,,0,0,0,0,0,0,30 Minutes,0,0,0,0
1679,0,0,,0,0,0,0,0,0,AXN Xtreme Macau,0,0,0,0
1680,0,0,,0,0,0,0,0,0,Patagonia Inlandeis Expedition,0,0,0,0
1681,0,0,,0,0,0,0,0,0,Al Tsantiri News,0,0,0,0
1682,0,0,,0,0,0,0,0,0,Akihabara@Deep,0,0,0,0
1683,0,0,,0,0,0,0,0,0,009-1,0,0,0,0
1684,0,0,,0,0,0,0,0,0,Apodeixeis,0,0,0,0
1685,0,0,,0,0,0,0,0,0,Allaxe to,0,0,0,0
1686,0,0,,0,0,0,0,0,0,A Child Against All Odds,0,0,0,0
1687,0,0,,0,0,0,0,0,0,A balón parado,0,0,0,0
1688,0,0,,0,0,0,0,0,0,Fire and Ice: The Winter War of Finland and Russia,0,0,0,0
1689,0,0,,0,0,0,0,0,0,Tabula rasa,0,0,0,0
1690,0,0,,0,0,0,0,0,0,A's on Deck Show,0,0,0,0
1691,0,0,,0,0,0,0,0,0,Aeinaftes oi Ellines kai i thalassa,0,0,0,0
1692,0,0,,0,0,0,0,0,0,Revenge,0,0,0,0
1693,0,0,,0,0,0,0,0,0,Mine Your Own Business: The Dark Side of Environmentalism,0,0,0,0
1694,0,0,,0,0,0,0,0,0,Over the Line,0,0,0,0
1695,0,0,,0,0,0,0,0,0,Peel: The Peru Project,0,0,0,0
1696,0,0,,0,0,0,0,0,0,9News Now at 9am,0,0,0,0
1697,0,0,,0,0,0,0,0,0,The Doper's Guide to Amsterdam,0,0,0,0
1698,0,0,,0,0,0,0,0,0,12 corazones: Rumbo al altar,0,0,0,0
1699,0,0,,0,0,0,0,0,0,Last Dance,0,0,0,0
1700,0,0,,0,0,0,0,0,0,2006 National League Championship Series,0,0,0,0
1701,0,0,,0,0,0,0,0,0,48,0,0,0,0
1702,0,0,,0,0,0,0,0,0,Buffett and Gates Go Back to School,0,0,0,0
1703,0,0,,0,0,0,0,0,0,6 + simera,0,0,0,0
1704,0,0,,0,0,0,0,0,0,30 meres agonias,0,0,0,0
1705,0,0,,0,0,0,0,0,0,A Better Life,0,0,0,0
1706,0,0,1 nomination.,1,0,0,0,0,0,Ask a Ninja,0,0,0,0
1707,0,0,,0,0,0,0,0,0,4 Flügel; Küche; Bad!,0,0,0,0
1708,0,0,,0,0,0,0,0,0,Anthropos kai perivallon,0,0,0,0
1709,0,0,,0,0,0,0,0,0,Baldr Force Exe Resolution: First Contact,0,0,0,0
1710,0,0,,0,0,0,0,0,0,18 i +,0,0,0,0
1711,0,0,,0,0,0,0,0,0,A corte directo,0,0,0,0
1712,0,0,,0,0,0,0,0,0,Ai no uta,0,0,0,0
1713,0,0,,0,0,0,0,0,0,5gegen5,0,0,0,0
1714,0,0,,0,0,0,0,0,0,Alanya almanya,0,0,0,0
1715,0,0,,0,0,0,0,0,0,Akai kiseki,0,0,0,0
1716,0,0,,0,0,0,0,0,0,Kita-Preis 2006,0,0,0,0
1717,0,0,,0,0,0,0,0,0,A fogság nyomában,0,0,0,0
1718,0,0,,0,0,0,0,0,0,Cut,0,0,0,0
1719,0,0,,0,0,0,0,0,0,A zori zdes tikhie,0,0,0,0
1720,0,0,,0,0,0,0,0,0,The After Party,0,0,0,0
1721,0,0,,0,0,0,0,0,0,Astronomy: Observations & Theories,0,0,0,0
1722,0,0,,0,0,0,0,0,0,The Crash Pad,0,0,0,0
1723,0,0,,0,0,0,0,0,0,Alles Wissen,0,0,0,0
1724,0,0,,0,0,0,0,0,0,Spring,0,0,0,0
1725,0,0,,0,0,0,0,0,0,Harigata: The Alien Dildo That Turned Women Into Sex-Hungry Lesbos,0,0,0,0
1726,0,0,,0,0,0,0,0,0,Crossroads: Ukraine and the Triumph of Democracy,0,0,0,0
1727,0,0,,0,0,0,0,0,0,Love Letters,0,0,0,0
1728,0,0,,0,0,0,0,0,0,A History of Tyneside,0,0,0,0
1729,0,0,,0,0,0,0,0,0,3 i més,0,0,0,0
1730,0,0,,0,0,0,0,0,0,The Trial of the King Killers,0,0,0,0
1731,0,0,,0,0,0,0,0,0,Arena Azteca,0,0,0,0
1732,0,0,,0,0,0,0,0,0,Minds of Medicine,0,0,0,0
1733,0,0,,0,0,0,0,0,0,Adventures Abroad,0,0,0,0
1734,0,0,,0,0,0,0,0,0,Nasha Russia,0,0,0,0
1735,0,0,,0,0,0,0,0,0,Das Vermächtnis der Cherusker,0,0,0,0
1736,0,0,,0,0,0,0,0,0,Kulturerbe Afghanistan - Hoffnung im Tal der Buddhas,0,0,0,0
1737,0,0,,0,0,0,0,0,0,5 Seekers,0,0,0,0
1738,0,0,,0,0,0,0,0,0,12 Books That Changed the World,0,0,0,0
1739,0,0,,0,0,0,0,0,0,A History of Black Achievement in America,0,0,0,0
1740,0,0,,0,0,0,0,0,0,4 Play: At Home with the Broken Family Band,0,0,0,0
1741,0,0,,0,0,0,0,0,0,48 Hours: Hard Evidence,0,0,0,0
1742,0,0,,0,0,0,0,0,0,Adelsg'schichten,0,0,0,0
1743,0,0,,0,0,0,0,0,0,100 Greatest Songs of the '80s,0,0,0,0
1744,0,0,,0,0,0,0,0,0,Acceso maximo,0,0,0,0
1745,0,0,,0,0,0,0,0,0,A Herança,0,0,0,0
1746,0,0,1 win.,0,1,0,0,0,0,Blood Bank,0,0,0,0
1747,0,0,,0,0,0,0,0,0,Adelantadas,0,0,0,0
1748,0,0,,0,0,0,0,0,0,Algo habrán hecho,0,0,0,0
1749,0,0,,0,0,0,0,0,0,1242kHz Kochira Nippon hôsô,0,0,0,0
1750,0,0,,0,0,0,0,0,0,15 sai no burûsu,0,0,0,0
1751,0,0,,0,0,0,0,0,0,8x45 - Austria Mystery,0,0,0,0
1752,0,0,,0,0,0,0,0,0,Alle Hits!,0,0,0,0
1753,0,0,1 nomination.,1,0,0,0,0,0,All Star Family Fortunes,0,0,0,0
1754,0,0,,0,0,0,0,0,0,A Song for London,0,0,0,0
1755,0,0,,0,0,0,0,0,0,Die Fahrschule,0,0,0,0
1756,0,0,,0,0,0,0,0,0,Ace Day Jobs,0,0,0,0
1757,0,0,,0,0,0,0,0,0,Betrayal,0,0,0,0
1758,0,0,,0,0,0,0,0,0,A-Nation,0,0,0,0
1759,0,0,,0,0,0,0,0,0,Reckless,0,0,0,0
1760,0,0,,0,0,0,0,0,0,Mississippi Heat: One Eye Open - Live at Rosa's Lounge Chicago,0,0,0,0
1761,0,0,,0,0,0,0,0,0,A Life Coach Less Ordinary,0,0,0,0
1762,0,0,,0,0,0,0,0,0,112 - V ohrození zivota,0,0,0,0
1763,0,0,,0,0,0,0,0,0,A Christmas Family Tragedy,0,0,0,0
1764,0,0,,0,0,0,0,0,0,The Forgotten,0,0,0,0
1765,0,0,,0,0,0,0,0,0,Endangered Species,0,0,0,0
1766,0,0,,0,0,0,0,0,0,The Shed,0,0,0,0
1767,0,0,,0,0,0,0,0,0,Lynyrd Skynyrd: Live from Austin; TX,0,0,0,0
1768,0,0,,0,0,0,0,0,0,Albert,0,0,0,0
1769,0,0,,0,0,0,0,0,0,A Revolta dos Pastéis de Nata,0,0,0,0
1770,0,0,,0,0,0,0,0,0,A Place Called Home,0,0,0,0
1771,0,0,,0,0,0,0,0,0,Discord,0,0,0,0
1772,0,0,,0,0,0,0,0,0,Das Ende der Gletscher - Pinguine und Robben in Gefahr,0,0,0,0
1773,0,0,,0,0,0,0,0,0,Al dente,0,0,0,0
1774,0,0,,0,0,0,0,0,0,Taking the Plunge,0,0,0,0
1775,0,0,,0,0,0,0,0,0,The Blind Date,0,0,0,0
1776,0,0,,0,0,0,0,0,0,Sombras,0,0,0,0
1777,0,0,,0,0,0,0,0,0,12 Jahre; 3 Monate; 9 Tage - Die Jahreschronik des Dritten Reichs,0,0,0,0
1778,0,0,,0,0,0,0,0,0,Afghan Star,0,0,0,0
1779,0,0,,0,0,0,0,0,0,10th World Championships in Athletics Helsinki 2005,0,0,0,0
1780,0,0,,0,0,0,0,0,0,... und basta!,0,0,0,0
1781,0,0,,0,0,0,0,0,0,Das Internat Schloss Salem,0,0,0,0
1782,0,0,,0,0,0,0,0,0,AB... Sexo,0,0,0,0
1783,0,0,,0,0,0,0,0,0,2005 World Series of Poker,0,0,0,0
1784,0,0,,0,0,0,0,0,0,Guilty or Innocent of Using the 'N' Word?,0,0,0,0
1785,0,0,,0,0,0,0,0,0,Breaking Point,0,0,0,0
1786,0,0,,0,0,0,0,0,0,Alex FM,0,0,0,0
1787,0,0,,0,0,0,0,0,0,Fifteen Minutes: Of Mice and Mops,0,0,0,0
1788,0,0,,0,0,0,0,0,0,Keeping It Real,0,0,0,0
1789,0,0,,0,0,0,0,0,0,Berlin,0,0,0,0
1790,0,0,,0,0,0,0,0,0,12 me ton Niko Mastoraki,0,0,0,0
1791,0,0,,0,0,0,0,0,0,24 ores Skai,0,0,0,0
1792,0,0,,0,0,0,0,0,0,3 efhes,0,0,0,0
1793,0,0,,0,0,0,0,0,0,42 lepta,0,0,0,0
1794,0,0,,0,0,0,0,0,0,Danger,0,0,0,0
1795,0,0,,0,0,0,0,0,0,Double Take,0,0,0,0
1796,0,0,,0,0,0,0,0,0,The American Outsourcing Epidemic,0,0,0,0
1797,0,0,,0,0,0,0,0,0,Supersonic: Pushing the Envelope,0,0,0,0
1798,0,0,,0,0,0,0,0,0,A Importância de Ser Leal,0,0,0,0
1799,0,0,,0,0,0,0,0,0,GCW: Feeding Frenzy,0,0,0,0
1800,0,0,,0,0,0,0,0,0,IWS: Breakout,0,0,0,0
1801,0,0,,0,0,0,0,0,0,NWA Upstate: X-Mas Chaos,0,0,0,0
1802,0,0,,0,0,0,0,0,0,All American Amateur Strip-Off at the Spearmint Rhino Las Vegas,0,0,0,0
1803,0,0,,0,0,0,0,0,0,Fantasia y traición,0,0,0,0
1804,0,0,2 nominations.,2,0,0,0,0,0,Al Límite,0,0,0,0
1805,0,0,,0,0,0,0,0,0,Fields of Plenty,0,0,0,0
1806,0,0,,0,0,0,0,0,0,Teachings of the Tree People: The Work of Bruce Miller,0,0,0,0
1807,0,0,,0,0,0,0,0,0,Al final del tunel,0,0,0,0
1808,0,0,,0,0,0,0,0,0,All Star Fame,0,0,0,0
1809,0,0,,0,0,0,0,0,0,Alaminut,0,0,0,0
1810,0,0,,0,0,0,0,0,0,10 Things You Didn't Know About...,0,0,0,0
1811,0,0,,0,0,0,0,0,0,Requiem,0,0,0,0
1812,0,0,,0,0,0,0,0,0,Among the Believers,0,0,0,0
1813,0,0,,0,0,0,0,0,0,Lovers in Prague,0,0,0,0
1814,0,0,,0,0,0,0,0,0,Hawaii's Chinatown,0,0,0,0
1815,0,0,,0,0,0,0,0,0,A idea construída,0,0,0,0
1816,0,0,,0,0,0,0,0,0,Stay,0,0,0,0
1817,0,0,,0,0,0,0,0,0,Aleksandrovskiy sad,0,0,0,0
1818,0,0,,0,0,0,0,0,0,A Different Life,0,0,0,0
1819,0,0,,0,0,0,0,0,0,2005 American League Championship Series,0,0,0,0
1820,0,0,,0,0,0,0,0,0,5. element,0,0,0,0
1821,0,0,,0,0,0,0,0,0,Al Seif Al Wardi,0,0,0,0
1822,0,0,,0,0,0,0,0,0,Ai to yuujou no Bugiugi,0,0,0,0
1823,0,0,,0,0,0,0,0,0,From Silence: Troy Donockley & Dave Bainbridge,0,0,0,0
1824,0,0,,0,0,0,0,0,0,1812: El mar de la libertad,0,0,0,0
1825,0,0,,0,0,0,0,0,0,The Beach Boys: Wouldn't It Be Nice,0,0,0,0
1826,0,0,,0,0,0,0,0,0,Agencja,0,0,0,0
1827,0,0,,0,0,0,0,0,0,A Call Out with Bill Cosby,0,0,0,0
1828,0,0,,0,0,0,0,0,0,Krafts What's Cooking on W Network,0,0,0,0
1829,0,0,,0,0,0,0,0,0,Beauty's Ruin,0,0,0,0
1830,0,0,,0,0,0,0,0,0,Zoey 101: Spring Break-Up,0,0,0,0
1831,0,0,,0,0,0,0,0,0,Yoake no kodou,0,0,0,0
1832,0,0,,0,0,0,0,0,0,Behind the Scenes of Shall We Dance?,0,0,0,0
1833,0,0,,0,0,0,0,0,0,El Odio de los Lobos,0,0,0,0
1834,0,0,,0,0,0,0,0,0,First Steps: International Response to the Landmine Crisis,0,0,0,0
1835,0,0,,0,0,0,0,0,0,Absolut genial - Die Comedy Arena,0,0,0,0
1836,0,0,,0,0,0,0,0,0,70-luvun sekahaku,0,0,0,0
1837,0,0,,0,0,0,0,0,0,A!PoN,0,0,0,0
1838,0,0,,0,0,0,0,0,0,A Cunhada,0,0,0,0
1839,0,0,,0,0,0,0,0,0,The Phone Call,0,0,0,0
1840,0,0,,0,0,0,0,0,0,Happy New Year! 2005,0,0,0,0
1841,0,0,,0,0,0,0,0,0,The Pixies Sell Out: 2004 Reunion Tour,0,0,0,0
1842,0,0,,0,0,0,0,0,0,The Hired Killer,0,0,0,0
1843,0,0,,0,0,0,0,0,0,Fatal Attraction,0,0,0,0
1844,0,0,,0,0,0,0,0,0,2005 World Series,0,0,0,0
1845,0,0,,0,0,0,0,0,0,A Man for All Seasons with Fulton J. Sheen,0,0,0,0
1846,0,0,,0,0,0,0,0,0,Lullaby,0,0,0,0
1847,0,0,,0,0,0,0,0,0,40 Pop,0,0,0,0
1848,0,0,,0,0,0,0,0,0,About Life and Death,0,0,0,0
1849,0,0,,0,0,0,0,0,0,90's Countdown,0,0,0,0
1850,0,0,,0,0,0,0,0,0,A pelo,0,0,0,0
1851,0,0,,0,0,0,0,0,0,2006 American League Championship Series,0,0,0,0
1852,0,0,,0,0,0,0,0,0,Aassan Hun Turr Janna,0,0,0,0
1853,0,0,,0,0,0,0,0,0,Closure Problem,0,0,0,0
1854,0,0,,0,0,0,0,0,0,Amorous Ambitions,0,0,0,0
1855,0,0,,0,0,0,0,0,0,Exposure,0,0,0,0
1856,0,0,,0,0,0,0,0,0,Arizona Midday,0,0,0,0
1857,0,0,,0,0,0,0,0,0,13WHAM News This Morning,0,0,0,0
1858,0,0,,0,0,0,0,0,0,13. komnata,0,0,0,0
1859,0,0,,0,0,0,0,0,0,A Tarde é Sua,0,0,0,0
1860,0,0,,0,0,0,0,0,0,A világlátott egérke,0,0,0,0
1861,0,0,,0,0,0,0,0,0,Alien Worlds,0,0,0,0
1862,0,0,,0,0,0,0,0,0,Gateway to Hell,0,0,0,0
1863,0,0,,0,0,0,0,0,0,A Timothy McVeigh Execution Roadtrip,0,0,0,0
1864,0,0,,0,0,0,0,0,0,Artos & theamata,0,0,0,0
1865,0,0,,0,0,0,0,0,0,Babeworld TV,0,0,0,0
1866,0,0,,0,0,0,0,0,0,Ai la trieu phu,0,0,0,0
1867,0,0,,0,0,0,0,0,0,Fenêtres en cascade,0,0,0,0
1868,0,0,,0,0,0,0,0,0,A Test of Character: The Story of the 2005 Philadelphia Eagles,0,0,0,0
1869,0,0,,0,0,0,0,0,0,2005 National League Championship Series,0,0,0,0
1870,0,0,,0,0,0,0,0,0,American Gun Dog,0,0,0,0
1871,0,0,,0,0,0,0,0,0,Till Death Do Us Part,0,0,0,0
1872,0,0,,0,0,0,0,0,0,Alka,0,0,0,0
1873,0,0,,0,0,0,0,0,0,Autoestima,0,0,0,0
1874,0,0,,0,0,0,0,0,0,Assolutamente...,0,0,0,0
1875,0,0,,0,0,0,0,0,0,My Chemical Romance: Life on the Murder Scene,0,0,0,0
1876,0,0,,0,0,0,0,0,0,Adyutanty lyubvi,0,0,0,0
1877,0,0,,0,0,0,0,0,0,Aeroport 2,0,0,0,0
1878,0,0,,0,0,0,0,0,0,A Clear Word from Mud Creek,0,0,0,0
1879,0,0,,0,0,0,0,0,0,12 Corazones,0,0,0,0
1880,0,0,,0,0,0,0,0,0,Crystal Fear; Crystal Clear,0,0,0,0
1881,0,0,,0,0,0,0,0,0,Abo Zaid Al-Helaly,0,0,0,0
1882,0,0,,0,0,0,0,0,0,Akhir Ayyam Al-Yamama,0,0,0,0
1883,0,0,,0,0,0,0,0,0,Al-Malak Al-Thaer Gobran Khalil Gobran,0,0,0,0
1884,0,0,,0,0,0,0,0,0,Al-Zahir Bibars,0,0,0,0
1885,0,0,,0,0,0,0,0,0,Ahlamna Al-Hilwa,0,0,0,0
1886,0,0,,0,0,0,0,0,0,Alf Lailah Wi Lailah,0,0,0,0
1887,0,0,,0,0,0,0,0,0,Join the Military,0,0,0,0
1888,0,0,,0,0,0,0,0,0,Lisa et le pilote d'avion,0,0,0,0
1889,0,0,,0,0,0,0,0,0,Christmas in Memphis,0,0,0,0
1890,0,0,,0,0,0,0,0,0,Rooster: Debut Live in Japan at Budokan,0,0,0,0
1891,0,0,,0,0,0,0,0,0,A Hora do Mico,0,0,0,0
1892,0,0,,0,0,0,0,0,0,Under Defeat,0,0,0,0
1893,0,0,,0,0,0,0,0,0,3 Cortes,0,0,0,0
1894,0,0,,0,0,0,0,0,0,Ahlam El Banat,0,0,0,0
1895,0,0,,0,0,0,0,0,0,Ahzan Mariam,0,0,0,0
1896,0,0,,0,0,0,0,0,0,Black Out,0,0,0,0
1897,0,0,,0,0,0,0,0,0,Almazy na desert,0,0,0,0
1898,0,0,36 wins & 20 nominations.,20,36,0,0,0,0,101 East,0,0,0,0
1899,0,0,,0,0,0,0,0,0,The Competition,0,0,0,0
1900,0,0,,0,0,0,0,0,0,6 kadrov,0,0,0,0
1901,0,0,,0,0,0,0,0,0,A Fork in the Mediterranean,0,0,0,0
1902,0,0,,0,0,0,0,0,0,If a Tree Falls,0,0,0,0
1903,0,0,,0,0,0,0,0,0,A Kasztner-vonat,0,0,0,0
1904,0,0,,0,0,0,0,0,0,Agentia matrimoniala,0,0,0,0
1905,0,0,,0,0,0,0,0,0,After Sunset,0,0,0,0
1906,0,0,,0,0,0,0,0,0,21st Century Television with Jackie Bales,0,0,0,0
1907,0,0,,0,0,0,0,0,0,Aisa Des Hai Mera,0,0,0,0
1908,0,0,,0,0,0,0,0,0,Alfred Alfer,0,0,0,0
1909,0,0,,0,0,0,0,0,0,Amalia,0,0,0,0
1910,0,0,,0,0,0,0,0,0,Al Murabitun Wa Al Andalus,0,0,0,0
1911,0,0,,0,0,0,0,0,0,The 2004 Boxing Day Tsunami - ERT Search and Rescue Deployment,0,0,0,0
1912,0,0,,0,0,0,0,0,0,Al Shams Toshreq Min Jadeed,0,0,0,0
1913,0,0,,0,0,0,0,0,0,Akher Ayyam Al Yamamah,0,0,0,0
1914,0,0,,0,0,0,0,0,0,Abnaa Al Rashid,0,0,0,0
1915,0,0,,0,0,0,0,0,0,Fins,0,0,0,0
1916,0,0,,0,0,0,0,0,0,A Passion for Churches,0,0,0,0
1917,0,0,,0,0,0,0,0,0,All Amateur Video #18: South Beach Exposed,0,0,0,0
