Name of Restaurants,City,Country Code,Day of Week,Start time(hour),Start time(mins),End time(hour),End time(mins)
,,,,,,,
Bo'Vine Meats & Wines,Glasgow,GB,0,17,0,22,0
,,,,,,,
Bo'Vine Meats & Wines,Glasgow,GB,1,17,0,22,0
,,,,,,,
Bo'Vine Meats & Wines,Glasgow,GB,2,17,0,22,0
,,,,,,,
Bo'Vine Meats & Wines,Glasgow,GB,3,17,0,22,0
,,,,,,,
Bo'Vine Meats & Wines,Glasgow,GB,4,17,0,22,0
,,,,,,,
Bo'Vine Meats & Wines,Glasgow,GB,5,17,0,22,30
,,,,,,,
Bo'Vine Meats & Wines,Glasgow,GB,6,17,0,21,30
,,,,,,,
Brasserie Zédel,London,GB,0,11,30,0,0
,,,,,,,
Brasserie Zédel,London,GB,1,11,30,0,0
,,,,,,,
Brasserie Zédel,London,GB,2,11,30,0,0
,,,,,,,
Brasserie Zédel,London,GB,3,11,30,0,0
,,,,,,,
Brasserie Zédel,London,GB,4,11,30,0,0
,,,,,,,
Brasserie Zédel,London,GB,5,11,30,0,0
,,,,,,,
Brasserie Zédel,London,GB,6,11,30,23,0
,,,,,,,
Bravas Tapas,London,GB,0,12,0,22,30
,,,,,,,
Bravas Tapas,London,GB,1,12,0,22,30
,,,,,,,
Bravas Tapas,London,GB,2,12,0,22,30
,,,,,,,
Bravas Tapas,London,GB,3,12,0,22,30
,,,,,,,
Bravas Tapas,London,GB,4,12,0,22,30
,,,,,,,
Bravas Tapas,London,GB,5,12,0,22,30
,,,,,,,
Bravas Tapas,London,GB,6,12,0,22,30
,,,,,,,
Brawn,London,GB,0,18,0,23,0
,,,,,,,
Brawn,London,GB,1,18,0,23,0
,,,,,,,
Brawn,London,GB,2,18,0,23,0
,,,,,,,
Brawn,London,GB,3,12,0,15,0
,,,,,,,
Brawn,London,GB,3,18,0,23,0
,,,,,,,
Brawn,London,GB,4,12,0,15,0
,,,,,,,
Brawn,London,GB,4,18,0,23,0
,,,,,,,
Brawn,London,GB,5,12,0,15,0
,,,,,,,
Brawn,London,GB,5,18,0,23,0
,,,,,,,
Brawn,London,GB,6,12,0,16,0
,,,,,,,
Bread + Butter,Glasgow,GB,0,12,0,0,0
,,,,,,,
Bread + Butter,Glasgow,GB,1,12,0,0,0
,,,,,,,
Bread + Butter,Glasgow,GB,2,12,0,0,0
,,,,,,,
Bread + Butter,Glasgow,GB,3,12,0,0,0
,,,,,,,
Bread + Butter,Glasgow,GB,4,12,0,4,0
,,,,,,,
Bread + Butter,Glasgow,GB,5,12,0,4,0
,,,,,,,
Bread + Butter,Glasgow,GB,6,12,0,0,0
,,,,,,,
Brel,Glasgow,GB,0,11,0,0,0
,,,,,,,
Brel,Glasgow,GB,1,11,0,0,0
,,,,,,,
Brel,Glasgow,GB,2,11,0,0,0
,,,,,,,
Brel,Glasgow,GB,3,11,0,0,0
,,,,,,,
Brel,Glasgow,GB,4,11,0,1,0
,,,,,,,
Brel,Glasgow,GB,5,11,0,1,0
,,,,,,,
Brel,Glasgow,GB,6,12,0,0,0
,,,,,,,
Brooklyn Café,Glasgow,GB,0,8,0,21,0
,,,,,,,
Brooklyn Café,Glasgow,GB,1,8,0,21,0
,,,,,,,
Brooklyn Café,Glasgow,GB,2,8,0,21,0
,,,,,,,
Brooklyn Café,Glasgow,GB,3,8,0,21,0
,,,,,,,
Brooklyn Café,Glasgow,GB,4,8,0,21,0
,,,,,,,
Brooklyn Café,Glasgow,GB,5,8,0,21,0
,,,,,,,
Brooklyn Café,Glasgow,GB,6,9,0,21,0
,,,,,,,
Browns,Liverpool,GB,0,9,0,23,0
,,,,,,,
Browns,Liverpool,GB,1,9,0,23,0
,,,,,,,
Browns,Liverpool,GB,2,9,0,23,0
,,,,,,,
Browns,Liverpool,GB,3,9,0,23,0
,,,,,,,
Browns,Liverpool,GB,4,9,0,0,0
,,,,,,,
Browns,Liverpool,GB,5,9,0,0,0
,,,,,,,
Browns,Liverpool,GB,6,9,0,22,30
,,,,,,,
Bruno's Deli,London,GB,0,9,0,9,15
,,,,,,,
Bruno's Deli,London,GB,1,7,0,22,0
,,,,,,,
Bruno's Deli,London,GB,2,7,0,22,0
,,,,,,,
Bruno's Deli,London,GB,3,7,0,22,0
,,,,,,,
Bruno's Deli,London,GB,4,7,0,22,0
,,,,,,,
Bruno's Deli,London,GB,5,7,0,22,0
,,,,,,,
Brutti Compadres,Glasgow,GB,1,11,0,0,0
,,,,,,,
Brutti Compadres,Glasgow,GB,2,11,0,0,0
,,,,,,,
Brutti Compadres,Glasgow,GB,3,11,0,0,0
,,,,,,,
Brutti Compadres,Glasgow,GB,4,11,0,1,0
,,,,,,,
Brutti Compadres,Glasgow,GB,5,11,0,1,0
,,,,,,,
Brutti Compadres,Glasgow,GB,6,11,0,0,0
,,,,,,,
Brutti Ma Buoni,Glasgow,GB,0,12,0,2,0
,,,,,,,
Brutti Ma Buoni,Glasgow,GB,1,12,0,2,0
,,,,,,,
Brutti Ma Buoni,Glasgow,GB,2,12,0,2,0
,,,,,,,
Brutti Ma Buoni,Glasgow,GB,3,12,0,2,0
,,,,,,,
Brutti Ma Buoni,Glasgow,GB,4,12,0,2,0
,,,,,,,
Brutti Ma Buoni,Glasgow,GB,5,12,0,2,0
,,,,,,,
Brutti Ma Buoni,Glasgow,GB,6,12,30,0,0
,,,,,,,
Buddy's Bar Diner Grill,Glasgow,GB,0,12,0,22,0
,,,,,,,
Buddy's Bar Diner Grill,Glasgow,GB,1,12,0,22,0
,,,,,,,
Buddy's Bar Diner Grill,Glasgow,GB,2,12,0,22,0
,,,,,,,
Buddy's Bar Diner Grill,Glasgow,GB,3,12,0,22,0
,,,,,,,
Buddy's Bar Diner Grill,Glasgow,GB,4,12,0,22,0
,,,,,,,
Buddy's Bar Diner Grill,Glasgow,GB,5,12,0,22,0
,,,,,,,
Buddy's Bar Diner Grill,Glasgow,GB,6,12,0,22,0
,,,,,,,
Buen Ayre,London,GB,0,12,0,15,0
,,,,,,,
Buen Ayre,London,GB,0,18,0,22,30
,,,,,,,
Buen Ayre,London,GB,1,12,0,15,0
,,,,,,,
Buen Ayre,London,GB,1,18,0,22,30
,,,,,,,
Buen Ayre,London,GB,2,12,0,15,0
,,,,,,,
Buen Ayre,London,GB,2,18,0,22,30
,,,,,,,
Buen Ayre,London,GB,3,12,0,15,0
,,,,,,,
Buen Ayre,London,GB,3,18,0,22,30
,,,,,,,
Buen Ayre,London,GB,4,12,0,15,0
,,,,,,,
Buen Ayre,London,GB,4,18,0,22,30
,,,,,,,
Buen Ayre,London,GB,5,12,0,15,30
,,,,,,,
Buen Ayre,London,GB,5,18,0,22,30
,,,,,,,
Buen Ayre,London,GB,6,12,0,15,30
,,,,,,,
Buen Ayre,London,GB,6,18,0,22,30
,,,,,,,
Buffet Star,Liverpool,GB,0,12,0,22,30
,,,,,,,
Buffet Star,Liverpool,GB,1,12,0,22,30
,,,,,,,
Buffet Star,Liverpool,GB,2,12,0,22,30
,,,,,,,
Buffet Star,Liverpool,GB,3,12,0,22,30
,,,,,,,
Buffet Star,Liverpool,GB,4,12,0,22,30
,,,,,,,
Buffet Star,Liverpool,GB,5,12,0,22,30
,,,,,,,
Buffet Star,Liverpool,GB,6,12,0,22,30
,,,,,,,
Builders Arms,London,GB,0,11,0,23,0
,,,,,,,
Builders Arms,London,GB,1,11,0,23,0
,,,,,,,
Builders Arms,London,GB,2,11,0,23,0
,,,,,,,
Builders Arms,London,GB,3,11,0,23,0
,,,,,,,
Builders Arms,London,GB,4,11,0,23,0
,,,,,,,
Builders Arms,London,GB,5,12,0,23,0
,,,,,,,
Builders Arms,London,GB,6,10,0,22,30
,,,,,,,
BunBunBun Vietnamese Food,London,GB,0,12,0,23,0
,,,,,,,
BunBunBun Vietnamese Food,London,GB,1,12,0,23,0
,,,,,,,
BunBunBun Vietnamese Food,London,GB,2,12,0,23,0
,,,,,,,
BunBunBun Vietnamese Food,London,GB,3,12,0,23,0
,,,,,,,
BunBunBun Vietnamese Food,London,GB,4,12,0,23,0
,,,,,,,
BunBunBun Vietnamese Food,London,GB,5,12,0,23,0
,,,,,,,
BunBunBun Vietnamese Food,London,GB,6,12,0,23,0
,,,,,,,
Burger & Lobster,London,GB,0,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,1,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,2,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,4,12,0,23,0
,,,,,,,
Burger & Lobster,London,GB,5,12,0,23,0
,,,,,,,
Burger & Lobster,London,GB,6,12,0,22,0
,,,,,,,
Burger & Lobster,London,GB,0,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,1,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,2,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,3,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,4,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,5,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,0,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,1,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,2,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,3,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,4,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,5,12,0,22,30
,,,,,,,
Burger & Lobster,London,GB,6,12,0,22,30
,,,,,,,
Burger and Shake,London,GB,0,12,0,22,30
,,,,,,,
Burger and Shake,London,GB,1,12,0,22,30
,,,,,,,
Burger and Shake,London,GB,2,12,0,22,30
,,,,,,,
Burger and Shake,London,GB,3,12,0,22,30
,,,,,,,
Burger and Shake,London,GB,4,12,0,22,30
,,,,,,,
Burger and Shake,London,GB,5,12,0,22,30
,,,,,,,
Burger and Shake,London,GB,6,12,30,22,0
,,,,,,,
Busaba Eathai Bloomsbury,London,GB,0,12,0,23,0
,,,,,,,
Busaba Eathai Bloomsbury,London,GB,1,12,0,23,0
,,,,,,,
Busaba Eathai Bloomsbury,London,GB,2,12,0,23,0
,,,,,,,
Busaba Eathai Bloomsbury,London,GB,3,12,0,23,0
,,,,,,,
Busaba Eathai Bloomsbury,London,GB,4,12,0,23,30
,,,,,,,
Busaba Eathai Bloomsbury,London,GB,5,12,0,23,30
,,,,,,,
Busaba Eathai Bloomsbury,London,GB,6,12,0,22,30
,,,,,,,
Busaba Eathai Marylebone,London,GB,0,12,0,23,0
,,,,,,,
Busaba Eathai Marylebone,London,GB,1,12,0,23,0
,,,,,,,
Busaba Eathai Marylebone,London,GB,2,12,0,23,0
,,,,,,,
Busaba Eathai Marylebone,London,GB,3,12,0,23,0
,,,,,,,
Busaba Eathai Marylebone,London,GB,4,12,0,23,30
,,,,,,,
Busaba Eathai Marylebone,London,GB,5,12,0,23,30
,,,,,,,
Busaba Eathai Marylebone,London,GB,6,12,0,22,0
,,,,,,,
Busaba,London,GB,0,12,0,23,0
,,,,,,,
Busaba,London,GB,1,12,0,23,0
,,,,,,,
Busaba,London,GB,2,12,0,23,0
,,,,,,,
Busaba,London,GB,3,12,0,23,0
,,,,,,,
Busaba,London,GB,4,12,0,23,30
,,,,,,,
Busaba,London,GB,5,12,0,23,30
,,,,,,,
Busaba,London,GB,6,12,0,22,30
,,,,,,,
Byron,Liverpool,GB,0,11,0,23,0
,,,,,,,
Byron,Liverpool,GB,1,11,0,23,0
,,,,,,,
Byron,Liverpool,GB,2,11,0,23,0
,,,,,,,
Byron,Liverpool,GB,3,11,0,23,0
,,,,,,,
Byron,Liverpool,GB,4,11,0,23,30
,,,,,,,
Byron,Liverpool,GB,5,11,0,23,30
,,,,,,,
Byron,Liverpool,GB,6,11,0,22,30
,,,,,,,
Byron,London,GB,0,11,30,23,30
,,,,,,,
Byron,London,GB,1,11,30,23,30
,,,,,,,
Byron,London,GB,2,11,30,23,30
,,,,,,,
Byron,London,GB,3,11,30,23,30
,,,,,,,
Byron,London,GB,4,11,30,0,0
,,,,,,,
Byron,London,GB,5,11,30,0,0
,,,,,,,
Byron,London,GB,6,11,30,23,0
,,,,,,,
Byron,London,GB,0,11,30,23,30
,,,,,,,
Byron,London,GB,1,11,30,23,30
,,,,,,,
Byron,London,GB,2,11,30,23,30
,,,,,,,
Byron,London,GB,3,11,30,23,30
,,,,,,,
Byron,London,GB,4,11,30,0,0
,,,,,,,
Byron,London,GB,5,11,0,0,0
,,,,,,,
Byron,London,GB,6,11,0,22,30
,,,,,,,
Caesar's Palace,Liverpool,GB,0,11,0,23,0
,,,,,,,
Caesar's Palace,Liverpool,GB,1,11,0,23,0
,,,,,,,
Caesar's Palace,Liverpool,GB,2,11,0,23,0
,,,,,,,
Caesar's Palace,Liverpool,GB,3,11,0,23,0
,,,,,,,
Caesar's Palace,Liverpool,GB,4,11,0,23,0
,,,,,,,
Caesar's Palace,Liverpool,GB,5,11,0,23,0
,,,,,,,
Caesar's Palace,Liverpool,GB,6,11,0,22,0
,,,,,,,
Cafe 338,London,GB,0,6,0,17,30
,,,,,,,
Cafe 338,London,GB,1,6,0,17,30
,,,,,,,
Cafe 338,London,GB,2,6,0,17,30
,,,,,,,
Cafe 338,London,GB,3,6,0,17,30
,,,,,,,
Cafe 338,London,GB,4,6,0,17,30
,,,,,,,
Cafe 338,London,GB,5,6,0,17,30
,,,,,,,
Cafe 338,London,GB,6,6,0,16,30
,,,,,,,
Cafe Antipasti,Glasgow,GB,0,9,0,23,0
,,,,,,,
Cafe Antipasti,Glasgow,GB,1,9,0,23,0
,,,,,,,
Cafe Antipasti,Glasgow,GB,2,9,0,23,0
,,,,,,,
Cafe Antipasti,Glasgow,GB,3,9,0,23,0
,,,,,,,
Cafe Antipasti,Glasgow,GB,4,9,0,0,0
,,,,,,,
Cafe Antipasti,Glasgow,GB,5,9,0,0,0
,,,,,,,
Cafe Antipasti,Glasgow,GB,6,9,0,23,0
,,,,,,,
Cafe Bella Maria,London,GB,0,7,0,17,0
,,,,,,,
Cafe Bella Maria,London,GB,1,7,0,17,0
,,,,,,,
Cafe Bella Maria,London,GB,2,7,0,17,0
,,,,,,,
Cafe Bella Maria,London,GB,3,7,0,17,0
,,,,,,,
Cafe Bella Maria,London,GB,4,7,0,17,0
,,,,,,,
Cafe Bella Maria,London,GB,5,9,0,18,0
,,,,,,,
Cafe Bella Maria,London,GB,6,10,0,18,0
,,,,,,,
Cafe East,London,GB,0,11,0,15,0
,,,,,,,
Cafe East,London,GB,0,17,30,22,30
,,,,,,,
Cafe East,London,GB,2,11,0,15,0
,,,,,,,
Cafe East,London,GB,2,17,30,22,30
,,,,,,,
Cafe East,London,GB,3,11,0,15,0
,,,,,,,
Cafe East,London,GB,3,17,30,22,30
,,,,,,,
Cafe East,London,GB,4,17,30,22,30
,,,,,,,
Cafe East,London,GB,5,11,0,22,30
,,,,,,,
Cafe East,London,GB,6,12,0,22,0
,,,,,,,
Cafe Mama Pho,London,GB,0,11,30,15,0
,,,,,,,
Cafe Mama Pho,London,GB,0,17,0,22,30
,,,,,,,
Cafe Mama Pho,London,GB,2,11,30,15,0
,,,,,,,
Cafe Mama Pho,London,GB,2,17,0,22,30
,,,,,,,
Cafe Mama Pho,London,GB,3,11,30,15,0
,,,,,,,
Cafe Mama Pho,London,GB,3,17,0,22,30
,,,,,,,
Cafe Mama Pho,London,GB,4,11,30,15,0
,,,,,,,
Cafe Mama Pho,London,GB,4,17,0,22,30
,,,,,,,
Cafe Mama Pho,London,GB,5,11,30,15,0
,,,,,,,
Cafe Mama Pho,London,GB,5,17,0,22,30
,,,,,,,
Cafe Mama Pho,London,GB,6,12,0,22,0
,,,,,,,
Cafe Murano,London,GB,0,12,0,22,30
,,,,,,,
Cafe Murano,London,GB,1,12,0,22,30
,,,,,,,
Cafe Murano,London,GB,2,12,0,22,30
,,,,,,,
Cafe Murano,London,GB,3,12,0,22,30
,,,,,,,
Cafe Murano,London,GB,4,12,0,22,30
,,,,,,,
Cafe Murano,London,GB,5,12,0,22,30
,,,,,,,
Cafe Murano,London,GB,6,11,30,16,30
,,,,,,,
Cafe Rio,London,GB,0,8,0,20,0
,,,,,,,
Cafe Rio,London,GB,1,8,0,20,0
,,,,,,,
Cafe Rio,London,GB,2,8,0,20,0
,,,,,,,
Cafe Rio,London,GB,3,8,0,20,0
,,,,,,,
Cafe Rio,London,GB,4,8,0,20,0
,,,,,,,
Cafe Rio,London,GB,5,10,0,18,0
,,,,,,,
Cafe Tabac,Liverpool,GB,0,9,0,0,0
,,,,,,,
Cafe Tabac,Liverpool,GB,1,9,0,0,0
,,,,,,,
Cafe Tabac,Liverpool,GB,2,9,0,0,0
,,,,,,,
Cafe Tabac,Liverpool,GB,3,9,0,1,0
,,,,,,,
Cafe Tabac,Liverpool,GB,4,9,0,1,0
,,,,,,,
Cafe Tabac,Liverpool,GB,5,9,0,1,0
,,,,,,,
Cafe Tabac,Liverpool,GB,6,9,0,0,0
,,,,,,,
Cafe Time,Liverpool,GB,0,9,0,19,0
,,,,,,,
Cafe Time,Liverpool,GB,1,9,0,19,0
,,,,,,,
Cafe Time,Liverpool,GB,2,9,0,19,0
,,,,,,,
Cafe Time,Liverpool,GB,3,9,0,19,0
,,,,,,,
Cafe Time,Liverpool,GB,4,9,0,19,0
,,,,,,,
Cafe Time,Liverpool,GB,5,9,0,19,0
,,,,,,,
Cafezique,Glasgow,GB,0,9,0,0,0
,,,,,,,
Cafezique,Glasgow,GB,1,9,0,0,0
,,,,,,,
Cafezique,Glasgow,GB,2,9,0,0,0
,,,,,,,
Cafezique,Glasgow,GB,3,9,0,0,0
,,,,,,,
Cafezique,Glasgow,GB,4,9,0,0,0
,,,,,,,
Cafezique,Glasgow,GB,5,9,0,0,0
,,,,,,,
Cafezique,Glasgow,GB,6,9,0,0,0
,,,,,,,
Café Hula,Glasgow,GB,0,8,0,21,0
,,,,,,,
Café Hula,Glasgow,GB,1,8,0,21,0
,,,,,,,
Café Hula,Glasgow,GB,2,8,0,21,0
,,,,,,,
Café Hula,Glasgow,GB,3,8,0,23,0
,,,,,,,
Café Hula,Glasgow,GB,4,8,0,23,0
,,,,,,,
Café Hula,Glasgow,GB,5,8,0,23,0
,,,,,,,
Café Hula,Glasgow,GB,6,11,30,19,30
,,,,,,,
Café Source,Glasgow,GB,0,12,0,15,0
,,,,,,,
Café Source,Glasgow,GB,0,19,0,21,0
,,,,,,,
Café Source,Glasgow,GB,1,12,0,15,0
,,,,,,,
Café Source,Glasgow,GB,1,19,0,21,0
,,,,,,,
Café Source,Glasgow,GB,2,12,0,15,0
,,,,,,,
Café Source,Glasgow,GB,2,19,0,21,0
,,,,,,,
Café Source,Glasgow,GB,3,12,0,15,0
,,,,,,,
Café Source,Glasgow,GB,3,19,0,21,0
,,,,,,,
Café Source,Glasgow,GB,4,12,0,15,0
,,,,,,,
Café Source,Glasgow,GB,4,17,0,22,0
,,,,,,,
Café Source,Glasgow,GB,5,12,0,15,0
,,,,,,,
Café Source,Glasgow,GB,6,12,30,21,0
,,,,,,,
Cah-Chi,London,GB,1,18,0,23,0
,,,,,,,
Cah-Chi,London,GB,2,18,0,23,0
,,,,,,,
Cah-Chi,London,GB,3,18,0,23,0
,,,,,,,
Cah-Chi,London,GB,4,18,0,23,0
,,,,,,,
Cah-Chi,London,GB,5,12,0,15,0
,,,,,,,
Cah-Chi,London,GB,5,17,0,23,0
,,,,,,,
Cah-Chi,London,GB,6,12,0,15,0
,,,,,,,
Cah-Chi,London,GB,6,17,0,23,0
,,,,,,,
Caravan,London,GB,0,8,0,22,30
,,,,,,,
Caravan,London,GB,1,8,0,23,0
,,,,,,,
Caravan,London,GB,2,8,0,23,0
,,,,,,,
Caravan,London,GB,3,8,0,23,0
,,,,,,,
Caravan,London,GB,4,8,0,0,0
,,,,,,,
Caravan,London,GB,5,10,0,0,0
,,,,,,,
Caravan,London,GB,6,10,0,16,0
,,,,,,,
Carpenter's Arms,London,GB,0,16,0,23,30
,,,,,,,
Carpenter's Arms,London,GB,1,16,0,23,30
,,,,,,,
Carpenter's Arms,London,GB,2,16,0,23,30
,,,,,,,
Carpenter's Arms,London,GB,3,12,0,23,30
,,,,,,,
Carpenter's Arms,London,GB,4,12,0,0,30
,,,,,,,
Carpenter's Arms,London,GB,5,12,0,0,30
,,,,,,,
Carpenter's Arms,London,GB,6,12,0,23,30
,,,,,,,
Carrots + Daikon,London,GB,0,12,0,15,30
,,,,,,,
Carrots + Daikon,London,GB,0,18,0,21,0
,,,,,,,
Carrots + Daikon,London,GB,1,12,0,15,30
,,,,,,,
Carrots + Daikon,London,GB,1,18,0,21,0
,,,,,,,
Carrots + Daikon,London,GB,2,12,0,15,30
,,,,,,,
Carrots + Daikon,London,GB,2,18,0,21,0
,,,,,,,
Carrots + Daikon,London,GB,3,12,0,15,30
,,,,,,,
Carrots + Daikon,London,GB,3,18,0,21,0
,,,,,,,
Carrots + Daikon,London,GB,4,12,0,15,30
,,,,,,,
Carrots + Daikon,London,GB,4,18,0,21,0
,,,,,,,
Carrots + Daikon,London,GB,5,12,0,21,0
,,,,,,,
Casa Italia,Liverpool,GB,0,12,0,22,0
,,,,,,,
Casa Italia,Liverpool,GB,1,12,0,22,0
,,,,,,,
Casa Italia,Liverpool,GB,2,12,0,22,0
,,,,,,,
Casa Italia,Liverpool,GB,3,12,0,22,0
,,,,,,,
Casa Italia,Liverpool,GB,4,12,0,22,0
,,,,,,,
Casa Italia,Liverpool,GB,5,12,0,22,0
,,,,,,,
Casa Italia,Liverpool,GB,6,12,0,20,0
,,,,,,,
CAU - Glasgow,Glasgow,GB,0,10,0,23,0
,,,,,,,
CAU - Glasgow,Glasgow,GB,1,10,0,23,0
,,,,,,,
CAU - Glasgow,Glasgow,GB,2,10,0,23,0
,,,,,,,
CAU - Glasgow,Glasgow,GB,3,10,0,23,0
,,,,,,,
CAU - Glasgow,Glasgow,GB,4,10,0,23,0
,,,,,,,
CAU - Glasgow,Glasgow,GB,5,9,0,22,30
,,,,,,,
CAU - Glasgow,Glasgow,GB,6,9,0,22,30
,,,,,,,
Caxton Grill,London,GB,0,11,30,23,0
,,,,,,,
Caxton Grill,London,GB,1,11,30,23,0
,,,,,,,
Caxton Grill,London,GB,2,11,30,23,0
,,,,,,,
Caxton Grill,London,GB,3,11,30,23,0
,,,,,,,
Caxton Grill,London,GB,4,11,30,23,0
,,,,,,,
Caxton Grill,London,GB,5,11,30,23,0
,,,,,,,
Caxton Grill,London,GB,6,11,30,23,0
,,,,,,,
Cecconi's,London,GB,0,7,0,23,30
,,,,,,,
Cecconi's,London,GB,1,7,0,23,30
,,,,,,,
Cecconi's,London,GB,2,7,0,23,30
,,,,,,,
Cecconi's,London,GB,3,7,0,23,30
,,,,,,,
Cecconi's,London,GB,4,7,0,23,30
,,,,,,,
Cecconi's,London,GB,5,12,0,23,30
,,,,,,,
Cecconi's,London,GB,6,12,0,22,30
,,,,,,,
Celino's,Glasgow,GB,0,8,30,22,0
,,,,,,,
Celino's,Glasgow,GB,1,8,30,22,0
,,,,,,,
Celino's,Glasgow,GB,2,8,30,22,0
,,,,,,,
Celino's,Glasgow,GB,3,8,30,22,30
,,,,,,,
Celino's,Glasgow,GB,4,8,30,22,30
,,,,,,,
Celino's,Glasgow,GB,5,8,30,22,30
,,,,,,,
Celino's,Glasgow,GB,6,10,0,22,0
,,,,,,,
Cereal Killer Cafe,London,GB,0,9,30,19,0
,,,,,,,
Cereal Killer Cafe,London,GB,1,9,30,19,0
,,,,,,,
Cereal Killer Cafe,London,GB,2,9,30,19,0
,,,,,,,
Cereal Killer Cafe,London,GB,3,9,30,19,0
,,,,,,,
Cereal Killer Cafe,London,GB,4,9,30,19,0
,,,,,,,
Cereal Killer Cafe,London,GB,5,9,30,19,0
,,,,,,,
Cereal Killer Cafe,London,GB,6,9,30,19,0
,,,,,,,
Chaophraya,Liverpool,GB,0,12,0,22,0
,,,,,,,
Chaophraya,Liverpool,GB,1,12,0,22,0
,,,,,,,
Chaophraya,Liverpool,GB,2,12,0,22,0
,,,,,,,
Chaophraya,Liverpool,GB,3,12,0,22,0
,,,,,,,
Chaophraya,Liverpool,GB,4,12,0,22,0
,,,,,,,
Chaophraya,Liverpool,GB,5,12,0,22,0
,,,,,,,
Chaophraya,Liverpool,GB,6,12,0,22,0
,,,,,,,
Charcoals,Glasgow,GB,0,12,0,23,0
,,,,,,,
Charcoals,Glasgow,GB,1,12,0,23,0
,,,,,,,
Charcoals,Glasgow,GB,2,12,0,23,0
,,,,,,,
Charcoals,Glasgow,GB,3,12,0,23,0
,,,,,,,
Charcoals,Glasgow,GB,4,12,0,23,0
,,,,,,,
Charcoals,Glasgow,GB,5,12,0,23,0
,,,,,,,
Charcoals,Glasgow,GB,6,12,0,23,0
,,,,,,,
Chequers,London,GB,0,7,0,16,0
,,,,,,,
Chequers,London,GB,1,7,0,16,0
,,,,,,,
Chequers,London,GB,2,7,0,16,0
,,,,,,,
Chequers,London,GB,3,7,0,16,0
,,,,,,,
Chequers,London,GB,4,7,0,16,0
,,,,,,,
Cherry & Heather,Glasgow,GB,0,10,0,17,0
,,,,,,,
Cherry & Heather,Glasgow,GB,1,10,0,17,0
,,,,,,,
Cherry & Heather,Glasgow,GB,2,10,0,17,0
,,,,,,,
Cherry & Heather,Glasgow,GB,3,10,0,17,0
,,,,,,,
Cherry & Heather,Glasgow,GB,4,10,0,17,0
,,,,,,,
Chettinad Restaurant,London,GB,0,12,0,23,0
,,,,,,,
Chettinad Restaurant,London,GB,1,12,0,23,0
,,,,,,,
Chettinad Restaurant,London,GB,2,12,0,23,0
,,,,,,,
Chettinad Restaurant,London,GB,3,12,0,23,0
,,,,,,,
Chettinad Restaurant,London,GB,4,12,0,23,30
,,,,,,,
Chettinad Restaurant,London,GB,5,12,0,23,30
,,,,,,,
Chettinad Restaurant,London,GB,6,12,0,23,0
,,,,,,,
Chez Elles,London,GB,1,17,30,22,30
,,,,,,,
Chez Elles,London,GB,2,17,30,22,30
,,,,,,,
Chez Elles,London,GB,3,17,30,22,30
,,,,,,,
Chez Elles,London,GB,4,12,0,22,30
,,,,,,,
Chez Elles,London,GB,5,12,0,22,30
,,,,,,,
Chez Elles,London,GB,6,11,0,17,0
,,,,,,,
Chi Noodle,London,GB,0,11,30,15,0
,,,,,,,
Chi Noodle,London,GB,0,17,0,22,30
,,,,,,,
Chi Noodle,London,GB,1,11,30,23,0
,,,,,,,
Chi Noodle,London,GB,2,11,30,23,0
,,,,,,,
Chi Noodle,London,GB,3,11,30,23,0
,,,,,,,
Chi Noodle,London,GB,4,11,30,23,0
,,,,,,,
Chick n Sours,London,GB,1,18,0,23,0
,,,,,,,
Chick n Sours,London,GB,2,18,0,23,0
,,,,,,,
Chick n Sours,London,GB,3,18,0,23,0
,,,,,,,
Chick n Sours,London,GB,4,18,0,23,0
,,,,,,,
Chick n Sours,London,GB,5,12,0,16,0
,,,,,,,
Chick n Sours,London,GB,5,18,0,23,0
,,,,,,,
Chick n Sours,London,GB,6,12,0,16,0
,,,,,,,
Chick n Sours,London,GB,6,18,0,22,0
,,,,,,,
Chicken Bazooka,Liverpool,GB,0,10,30,4,0
,,,,,,,
Chicken Bazooka,Liverpool,GB,1,10,30,4,0
,,,,,,,
Chicken Bazooka,Liverpool,GB,2,10,30,4,0
,,,,,,,
Chicken Bazooka,Liverpool,GB,3,10,30,5,0
,,,,,,,
Chicken Bazooka,Liverpool,GB,4,10,30,5,0
,,,,,,,
Chicken Bazooka,Liverpool,GB,5,10,30,6,0
,,,,,,,
Chicken Bazooka,Liverpool,GB,6,10,30,4,0
,,,,,,,
Chicken Shop,London,GB,1,17,0,0,0
,,,,,,,
Chicken Shop,London,GB,2,17,0,0,0
,,,,,,,
